Year Purchased,Manufacturer,Model,Number,Aprox. Unit Price,,Authority,Request data,Notes,Order of Entry,0
2008,Falck,Voice Amplifier,1, £621.89 , £621.89 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261863,,94,
2008,Ablenet,BIG MACK,5, £84.00 , £420.00 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261864,,95,
2008,Servox,Digital Electronic Larynx,1, £520.00 , £520.00 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261865,,96,
2008,EchoVoice,EV5 speech Amplifier,1, £378.00 , £378.00 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261866,,97,
2009,Ablenet,BIG MACK,6, £84.00 , £504.00 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261867,,98,
2009,Augmentative Communication Inc.,TALKING PHOTO ALBUM,5, £18.91 , £94.55 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261868,,99,
2009,Inclusive,SUPERTALKER,2, £220.00 , £440.00 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261869,,100,
2009,AMDi,Tech/Talk 8 - 8 x 8 Levels,1, £389.00 , £389.00 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261870,,101,
2009,Servox,Digital Electronic Larynx,1, £520.00 , £520.00 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261871,,102,
2009,Falck,Voice Amplifier,1, £621.89 , £621.89 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261872,,103,
2009,EchoVoice,EV5 speech Amplifier,1, £378.00 , £378.00 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261873,,104,
2009,Toby Churchill,SL40 LIGHTWRITER,2," £3,300.00 "," £6,600.00 ",Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261874,,105,
2009,HTC,TouchSpeak HTC 7500,4, £600.00 ," £2,400.00 ",Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261875,,106,
2009,Toby Churchill,adVOCATe,1, £474.00 , £474.00 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261876,,107,
2009,Possum,Jive,1," £2,395.00 "," £2,395.00 ",Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261877,,108,
2009,Winslow,SWALLOW REMINDER,3, £70.74 , £212.22 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261878,,109,
2010,Augmentative Communication Inc.,TALKING PHOTO ALBUM,10, £18.91 , £189.10 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261879,,110,
2010,Falck,Voice Amplifier,3, £621.89 ," £1,865.67 ",Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261880,,111,
2010,Toby Churchill,adVOCATe,2, £474.00 , £948.00 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261881,"Was ""ADVOCATE+ COMMUNICATOR"" ",112,
2010,Winslow,SWALLOW REMINDER,4, £70.74 , £282.96 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261882,,113,
2010,Logan,PROXTALKER,1," £1,695.00 "," £1,695.00 ",Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261883,,114,
2010,Liberator,ChatPC Silk,1," £1,995.00 "," £1,995.00 ",Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261884,,115,
2010,Augmentative Communication Inc.,TALKING PHOTO ALBUM,5, £18.91 , £94.55 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261885,,116,
2010,Unknown,EYE-COM BOARD,2, £50.38 , £100.76 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261886,,117,
2011,Falck,Voice Amplifier,4, £621.89 ," £2,487.56 ",Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261887,,118,
2011,Ablenet,Big Mack,2, £84.00 , £168.00 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261888,,119,
2011,Winslow,SWALLOW REMINDER,8, £70.74 , £565.92 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261889,,120,
2011,AMDi,Tech/Scan 8,1, £795.00 , £795.00 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261890,,121,
2011,EchoVoice,EV5 speech Amplifier,2, £378.00 , £756.00 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261891,,122,
2011,?,BIG POINT,5,,,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261892,,123,
2011,Toby Churchill,Mini Voice Amplifier,1, £195.00 , £195.00 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261893,,124,
2011,EchoVoice,EV5 speech Amplifier,2, £378.00 , £756.00 ,Betsi Cadwaladr University Local Health Board,http://www.whatdotheyknow.com/request/aac_purchases_6#incoming-261894,,125,
2006,?,Makaton signing for babies,1,, £-   ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,126,
2006,?,PECs video,1,, £-   ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,127,
2007,Dynavox,Boardmaker,1, £209.00 , £209.00 ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,128,
2007,?,Pokit,1,, £-   ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,129,
2007,Widgit,Let's sign and write (pack),1, £80.00 , £80.00 ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,130,
2007,Ablenet,iTalk2 Communication Aid,1, £95.00 , £95.00 ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,131,
2007,Inclusive,SuperTalker,1, £220.00 , £220.00 ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,132,
2008,?,Pyramid Schedule Board,1,, £-   ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,133,
2008,?,Makaton core vocabulary,2,, £-   ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,134,
2009,?,Smartboard,1,, £-   ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,135,
2009,Toby Churchill,Advocate,1, £474.00 , £474.00 ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,136,
2009,Eagle,Waistband amplifier,1, £59.00 , £59.00 ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,137,
2009,Freiburg,Hand-held microphone,1, £244.00 , £244.00 ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,138,
2009,Attainment Company Inc,Go Talk 4+,2, £94.00 , £188.00 ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,139,
2009,Attainment Company Inc,Go Talk 9+,2, £104.00 , £208.00 ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,140,
2009,Attainment Company Inc,Go Talk 20+,2, £114.00 , £228.00 ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,141,
2009,Toby Churchill,Lightwriter ,2," £3,045.00 "," £6,090.00 ",Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,142,
2009,?,Voice amp,1,, £-   ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,143,
2009,Enabling Devices,Eye blink switch,1, £88.62 , £88.62 ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,144,
2010,Servox,Digital Electronic Larynx,2, £520.00 ," £1,040.00 ",Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,145,
2010,Talking Mats,Talking Mats,1, £66.00 , £66.00 ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,146,
2010,SMARTBOX ASSISTIVE TECHNOLOGY LTD                                ,FuturePad XP 8Gb ,1," £2,915.00 "," £2,915.00 ",Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,147,
2010,Liberator,E-Tran Frame,1, £120.00 , £120.00 ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,148,
2010,Possum,SAY-IT! SAM,1," £3,200.00 "," £3,200.00 ",Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,149,
2010,Toby Churchill,Lightwriter ,1," £3,045.00 "," £3,045.00 ",Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,150,
2010,?,Throat Amp and mics,1,, £-   ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,151,
2010,Augmentative Communication Inc.,talking photo album,5, £18.91 , £94.55 ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,152,
2011,Widgit,Matrix Maker Plus,5, £79.00 , £395.00 ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,153,
2011,Apple,iPad,3, £-   , £-   ,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,154,
2011,Liberator,vantage lite,1," £5,994.00 "," £5,994.00 ",Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,155,
2011,?,communcation books,5,,,Powys Teaching Health Board,http://www.whatdotheyknow.com/request/aac_purchases_8/new,,156,
,,,308,," £235,098.61 ",,,,,
