Year Purchased,Manufacturer,Model,Number,Aprox. Unit Price,,Authority,Request data,Notes,0rder of Entry,
13/06/06,#N/A,Portable Communication Book (Fabnc),1,,  £-   ,Cwm Taf,http://www.whatdotheyknow.com/request/aac_purchases_7,,177,
12/03/09,#N/A,9QA1 Switch Adapter (pack of 5),1,,  £-   ,Cwm Taf,http://www.whatdotheyknow.com/request/aac_purchases_7,,178,
12/03/09,#N/A,Big Red Switch (blue),1,,  £-   ,Cwm Taf,http://www.whatdotheyknow.com/request/aac_purchases_7,,179,
12/03/09,Ablenet,Big Mack,1, £84.00 , £84.00 ,Cwm Taf,http://www.whatdotheyknow.com/request/aac_purchases_7,,180,
12/03/09,#N/A,Access Switch - Blue,1,,  £-   ,Cwm Taf,http://www.whatdotheyknow.com/request/aac_purchases_7,,181,
12/03/09,#N/A,Access Switch - Red,1,,  £-   ,Cwm Taf,http://www.whatdotheyknow.com/request/aac_purchases_7,,182,
12/03/09,#N/A,Access Switch - Green,1,,  £-   ,Cwm Taf,http://www.whatdotheyknow.com/request/aac_purchases_7,,183,
12/03/09,#N/A,Access Switch - Yellow,1,,  £-   ,Cwm Taf,http://www.whatdotheyknow.com/request/aac_purchases_7,,184,
12/03/09,#N/A,Gooshy Switch,1,,  £-   ,Cwm Taf,http://www.whatdotheyknow.com/request/aac_purchases_7,,185,
12/03/09,#N/A,Gooshy Switch,1,,  £-   ,Cwm Taf,http://www.whatdotheyknow.com/request/aac_purchases_7,,186,
05/12/06,EchoVoice,EchoVoice Amplifier,1, £348.00 , £348.00 ,Cwm Taf,http://www.whatdotheyknow.com/request/aac_purchases_7,,187,
05/12/06,EchoVoice,EchoVoice Amplifier,1, £348.00 , £348.00 ,Cwm Taf,http://www.whatdotheyknow.com/request/aac_purchases_7,,188,
08/01/07,Toby Churchill,SL87 Lightwriter,1," £2,830.00 "," £2,830.00 ",Cwm Taf,http://www.whatdotheyknow.com/request/aac_purchases_7,,189,
08/01/07,Toby Churchill,adVOCATe,1, £474.00 , £474.00 ,Cwm Taf,http://www.whatdotheyknow.com/request/aac_purchases_7,,190,
08/09/06,Falck,Voice Amplifier,1, £621.89 , £621.89 ,Cwm Taf,http://www.whatdotheyknow.com/request/aac_purchases_7,,191,
07/04/08,Liberator,vantage lite,1," £5,994.00 "," £5,994.00 ",Cwm Taf,http://www.whatdotheyknow.com/request/aac_purchases_7,,192,
01/02/2010,#N/A,"SMS TEXTING FACILITY, NATURAL SELECTION PREDICTION FOR FASTER COMMUNICATION, TRAINABLE ENVIRONMENTAL CONTROLS, THREE KEYBOARD OPTIONS: STANDARD, FLUSH AND DEEP. DAYLIGHTREADABLE DISPLAYS. COMES WITH CARRY BAG, CHARGER, QUICK START  FEB 2011",1,,  £-   ,Abertawe Bro Morgannwg University,http://www.whatdotheyknow.com/request/aac_purchases_2,,193,
01/11/2010,#N/A,COMMUNICATION AID ABC KEYBOARD AND DEEP KEYGUARED TO BE FITTED,1,,  £-   ,Abertawe Bro Morgannwg University,http://www.whatdotheyknow.com/request/aac_purchases_2,,194,
01/11/2010,Toby Churchill,SL40 LIGHTWRITER,1," £3,300.00 "," £3,300.00 ",Abertawe Bro Morgannwg University,http://www.whatdotheyknow.com/request/aac_purchases_2,,195,
01/05/2009,Falck,Voice Amplifier,1, £621.89 , £621.89 ,Abertawe Bro Morgannwg University,http://www.whatdotheyknow.com/request/aac_purchases_2,,196,
07/07/2009,Servox,Servox Rechargeable Battery,10, £22.20 , £222.00 ,Abertawe Bro Morgannwg University,http://www.whatdotheyknow.com/request/aac_purchases_3,,197,
25/05/2010,Servox,Servox Rechargeable Battery,1, £22.20 , £22.20 ,Abertawe Bro Morgannwg University,http://www.whatdotheyknow.com/request/aac_purchases_4,,198,
25/05/2010,#N/A,SERVOX INTON SCREWCAP ONLY CODE LACSP0002 LACSP0002 Eac,1,,  £-   ,Abertawe Bro Morgannwg University,http://www.whatdotheyknow.com/request/aac_purchases_5,,199,
11/06/2010,Servox,Inton Complete,2, £465.00 , £930.00 ,Abertawe Bro Morgannwg University,http://www.whatdotheyknow.com/request/aac_purchases_6,,200,
25/05/2010,Servox,Inton Complete,1, £465.00 , £465.00 ,Abertawe Bro Morgannwg University,http://www.whatdotheyknow.com/request/aac_purchases_7,,201,
25/05/2010,#N/A,SERVOX INTON BATTERY COVER PLATE COMPLETE CODE LACSP0006 LACSP0006 Eac,1,,  £-   ,Abertawe Bro Morgannwg University,http://www.whatdotheyknow.com/request/aac_purchases_8,,202,
21/02/2011,Servox,Inton Complete,2, £465.00 , £930.00 ,Abertawe Bro Morgannwg University,http://www.whatdotheyknow.com/request/aac_purchases_9,,203,Was SERVOX INTAMI COMPLETE LACSA9001 LACSA9001 Eac but we think Inton was what they meant… 
22/12/2009,Servox,Digital Electronic Larynx,2, £520.00 ," £1,040.00 ",Abertawe Bro Morgannwg University,http://www.whatdotheyknow.com/request/aac_purchases_10,,204,
25/05/2010,#N/A,SERVOX DIGITAL BATTERY COVER PLATE COMPLETE CODE LACSP0106 LACSP0106 Eac,1,,  £-   ,Abertawe Bro Morgannwg University,http://www.whatdotheyknow.com/request/aac_purchases_11,,205,
01/12/2010,#N/A,SERVOX CODE LACSP0106 LACSP0106 Eac,2,,  £-   ,Abertawe Bro Morgannwg University,http://www.whatdotheyknow.com/request/aac_purchases_12,,206,
21/02/2011,Servox,Servox Rechargeable Battery,6, £22.20 , £133.20 ,Abertawe Bro Morgannwg University,http://www.whatdotheyknow.com/request/aac_purchases_13,,207,
08/07/2011,Servox,Servox Rechargeable Battery,10, £22.20 , £222.00 ,Abertawe Bro Morgannwg University,http://www.whatdotheyknow.com/request/aac_purchases_14,,208,
21/11/2011,Servox,Inton Complete,2, £465.00 , £930.00 ,Abertawe Bro Morgannwg University,http://www.whatdotheyknow.com/request/aac_purchases_15,,209,
18/05/2010,Servox,Inton Complete,2, £465.00 , £930.00 ,Abertawe Bro Morgannwg University,http://www.whatdotheyknow.com/request/aac_purchases_16,,210,
18/05/2010,Servox,Servox Rechargeable Battery,8, £22.20 , £177.60 ,Abertawe Bro Morgannwg University,http://www.whatdotheyknow.com/request/aac_purchases_17,,211,
02/11/2011,Servox,Servox Rechargeable Battery,10, £22.20 , £222.00 ,Abertawe Bro Morgannwg University,http://www.whatdotheyknow.com/request/aac_purchases_18,,212,
2010,Dynavox,D4,1,"5,000.00"," £5,000.00 ",Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,213,
2010,Dynavox,D4,1,"7,000.00"," £7,000.00 ",Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,214,
2010,Dynavox,Vmax,1,"8,000.00"," £8,000.00 ",Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,215,
2010,Dynavox,"Imax,",1,"16,000.00"," £16,000.00 ",Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,216,
2010,Dynavox,"Imax,",1,"18,000.00"," £18,000.00 ",Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,217,
2011,Dynavox,D4,1,"6,000.00"," £6,000.00 ",Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,218,
2011,Dynavox,Vmax,1,"5,000.00"," £5,000.00 ",Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,219,
2011,Dynavox,"Imax,",1,"15,000.00"," £15,000.00 ",Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,220,
2010/2011,Toby Churchill,Lightwriter ,6,"3,600.00"," £21,600.00 ",Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,221,
2010,Toby Churchill,Advocate,3,500," £1,500.00 ",Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,222,
22/06/2006,kapitex,Xena Midi,2, £335.00 , £670.00 ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,223,
22/06/2006,#N/A,XENA HAND HELD MICROPHONE CODE LA CSA 0403,2,,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,224,
06/03/2008,#N/A,XENA HAND HELD MICROPHONE,1,,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,225,
06/03/2008,kapitex,Xena Flexital,1,  £-   ,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,226,
22/06/2006,kapitex,Xena Flexital,2,  £-   ,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,227,
06/03/2008,#N/A,XENA CLIP ON CLOTHING MICROPHONE,1,,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,228,
15/10/2008,Voiceamp,VA601i,1, £799.00 , £799.00 ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,229,
23/06/2006,Toby Churchill,SL87 Lightwriter,2," £2,830.00 "," £5,660.00 ",Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,230,
13/09/2007,#N/A,SIGNALONG PHASE 1 - MANUALS,1,,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,231,
13/09/2007,#N/A,SIGNALONG MANUALS,6,,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,232,
13/09/2007,#N/A,SIGNALONG DATABASE - CD ROM,1,,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,233,
13/09/2007,#N/A,SIGNALONG BY THE SEA,1,,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,234,
15/12/2008,#N/A,SIGNALONG BOOKS - PHASE I - REGISTERED TUTOR K.REES  2006/293/8/146,10,,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,235,
10/10/2007,#N/A,SIGNALONG - PHASE I MANUALS,14,,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,236,
01/10/2008,#N/A,SIGNALONG - PHASE 2 BOOKS  TUTOR NUMBER 2006/293/8/146,12,,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,237,
18/03/2008,#N/A,Signalong - Phase 1 books-  FOR KASEY REES,10,,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,238,
30/11/2006,#N/A,Sign a Song video (VIDH1),1,,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,239,
29/04/2008,#N/A,Sign & Play Nursery  Rhymes Book 1,1,,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,240,
22/06/2006,#N/A,SERVOX ORAL CONNECTOR AND 3 SPARE TUBES CODE LA CSA 003,2,,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,241,
06/03/2008,Servox,Inton Complete,1, £465.00 , £465.00 ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,242,
22/06/2006,Servox,Digital Electronic Larynx,2, £520.00 ," £1,040.00 ",Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,243,
18/10/2006,#N/A,Service Bubble Cars,1,,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,244,
26/09/2006,Possum,SAY-IT! SAM,1," £3,200.00 "," £3,200.00 ",Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,245,
19/06/2007,#N/A,One by Four Talker,1,,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,246,
20/03/2008,#N/A,OASES STARTER KIT,1,,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,248,Removed 247 as error
23/10/2007,#N/A,Figures of Speech,1,,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,249,
19/06/2007,#N/A,Eye-Com Board Pocket Overlay,1,,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,250,
19/06/2007,#N/A,Eye-Com Board Overlays,1,,  £-   ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,251,
19/06/2007,Unknown,Eye-Com Board,1, £50.38 , £50.38 ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,252,
15/01/2008,Dynavox,Boardmaker,1, £209.00 , £209.00 ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,253,
13/09/2007,Augmentative Communication Inc.,talking photo album,5, £18.91 , £94.55 ,Hywel Dda Local Health Board was (Carmarthenshire and Ceredigion  and Pembrokeshire Local Health Boards),http://www.whatdotheyknow.com/request/aac_purchases_5/new,,255,
