Year Purchased,Manufacturer,Model,Number, Unit Price , Total Price ,Authority,Request data,Notes,Order of entry,76,76
2011,Predictable app for iPad,Predictable app for iPad,5, £109.99 , £549.95 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,325.1,,
2011,Apple,iPad,2, £329.00 , £658.00 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,326,,
2011,AssistiveWare,Proloquo2go,2, £129.99 , £259.98 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,326.1,,
2011,Toby Churchill,SL40 Lightwriter,1," £3,300.00 "," £3,300.00 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,327,,
2011,Toby Churchill,SL40 Lightwriter,1," £3,300.00 "," £3,300.00 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,328,,
2011,#N/A,"Mini Voice amplifier, throat microphone & head set",1,#N/A,#N/A,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,329,,
2011,Predictable app for iPad,Predictable app for iPad,1, £109.99 , £109.99 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,330,,
2011,SmartNav,SmartNAV 4 Pro with The Grid 2 and mount ,1, £500.00 , £500.00 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,331,,
2011,#N/A,Textphone,2,#N/A,#N/A,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,332,,
2011,Tobii,C12 + CEYE,1," £10,275.00 "," £10,275.00 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,333,,
2006,Servox,Digital Electronic Larynx,2, £520.00 ," £1,040.00 ",Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,334,,
2006,Ablenet,Big Mack,1, £84.00 , £84.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,335,,
2006,Dynavox,Dynamo,1," £1,690.00 "," £1,690.00 ",Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,336,,
2006,Ablenet,PowerLink 4,2, £149.35 , £298.70 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,337,,
2006,Falck,Voice Amplifier,1, £621.89 , £621.89 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,338,,
2006,#N/A,Amdi Techtalk 32 x 6 levels,1,#N/A,#N/A,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,339,,
2006,Toby Churchill,SL35 Lightwriter,5," £2,930.00 "," £14,650.00 ",Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,340,,
2006,Inclusive,Jelly Bean twist,2, £30.00 , £60.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,341,,
2006,Eagle,Waistband Amplifier,1, £59.00 , £59.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,342,,
2006,EchoVoice,EV5 speech Amplifier,1, £378.00 , £378.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,343,,
2006,Toby Churchill,Falck 1003 Voice Amplifier And Headset,1, £415.00 , £415.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,344,,
2006,Ablenet,Big Mack,5, £84.00 , £420.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,345,,
2006,Ablenet,BIG step-by-step,2, £135.00 , £270.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,346,,
2006,Saltillo,Chatbox,2, £320.20 , £640.40 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,347,,
2006,Inclusive,Jelly Bean twist,2, £30.00 , £60.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,348,,
2006,Ablenet,LITTLE Step-by-Step,10, £125.00 ," £1,250.00 ",Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,349,,
2006,Ablenet,PowerLink 4,8, £149.35 ," £1,194.80 ",Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,350,,
2006,AMDi,Tech/Speak 32 - 32 x 6 Levels,1, £595.00 , £595.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,351,,
2006,AMDi,Tech/Talk 8 - 8 x 6 Levels,1, £349.00 , £349.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,352,,
2006,Adaptivation,VoicePal 8,1, £123.26 , £123.26 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,353,,
2007,Servox,Digital Electronic Larynx,9, £520.00 ," £4,680.00 ",Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,354,,
2007,Ablenet,BIG step-by-step,1, £135.00 , £135.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,355,,
2007,Toby Churchill,SL35 Lightwriter,1," £2,930.00 "," £2,930.00 ",Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,356,,
2007,Toby Churchill,SL87 Lightwriter,1," £2,830.00 "," £2,830.00 ",Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,357,,
2007,Ablenet,PowerLink 4,1, £149.35 , £149.35 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,358,,
2007,AMDi,Tech/Talk 8 - 8 x 6 Levels,1, £349.00 , £349.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,359,,
2007,#N/A,Amdi Voice pal,1,#N/A,#N/A,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,360,,
2007,Ablenet,Big Mack,4, £84.00 , £336.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,361,,
2007,Ablenet,Step--by-Step (Unknown),2, £125.00 , £250.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,362,,
2007,Saltillo,Chatbox,2, £320.20 , £640.40 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,363,,
2007,Dynavox,MightyMo,1," £2,395.00 "," £2,395.00 ",Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,364,,
2007,Ablenet,iTalk2 Communication Aid,1, £95.00 , £95.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,365,,
2007,Ablenet,Step--by-Step (Unknown),7, £125.00 , £875.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,366,,
2007,AMDi,Partner Four Plus,1, £199.00 , £199.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,367,,
2007,AMDI,PARTNER/TWO,1, £-   , £-   ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,368,,
2007,Ablenet,PowerLink 4,2, £149.35 , £298.70 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,369,,
2007,Inclusive,SuperTalker,1, £220.00 , £220.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,370,,
2007,Augmentative Communication Inc.,Talking Photo Album,1, £18.91 , £18.91 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,371,,
2007,AMDi,Tech/Speak 32 - 32 x 6 Levels,2, £595.00 ," £1,190.00 ",Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,372,,
2007,AMDi,Tech/Talk 8 - 8 x 6 Levels,1, £349.00 , £349.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,373,,
2007,Adaptivation,VoicePal 8,2, £123.26 , £246.52 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,374,,
2008,EchoVoice,EV5 speech Amplifier,1, £378.00 , £378.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,375,,
2008,Inclusive,Jelly Bean twist,1, £30.00 , £30.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,376,,
2008,Toby Churchill,SL35 Lightwriter,1," £2,930.00 "," £2,930.00 ",Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,377,,
2008,Toby Churchill,SL40 Lightwriter,1," £3,300.00 "," £3,300.00 ",Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,378,,
2008,Ablenet,Step--by-Step (Unknown),1, £125.00 , £125.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,379,,
2008,Inclusive,Pal Pad switch,1, £25.00 , £25.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,380,,
2008,AMDI,PARTNER/TWO,1, £-   , £-   ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,381,,
2008,Ablenet,PowerLink 4,1, £149.35 , £149.35 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,382,,
2008,Ablenet,Switch latch timer,1, £75.00 , £75.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,383,,
2008,Ablenet,Big Mack,2, £84.00 , £168.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,384,,
2008,Dynavox,V Max,6," £7,044.13 "," £42,264.78 ",Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,385,,
2008,Dynavox,V,4," £6,486.00 "," £25,944.00 ",Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,386,,
2008,Inclusive,Jelly Bean twist,3, £30.00 , £90.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,387,,
2008,Ablenet,Step--by-Step (Unknown),6, £125.00 , £750.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,388,,
2008,Ablenet,PowerLink 4,4, £149.35 , £597.40 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,389,,
2008,Ablenet,Armstrong Mounting System,1, £190.00 , £190.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,390,,
2008,Ablenet,Switch Latch timer,1, £75.00 , £75.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,391,,76
2009,Servox,Digital Electronic Larynx,6, £520.00 ," £3,120.00 ",Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,392,,
2009,Space Kraft,Tash Buddy Button switch,1, £39.00 , £39.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,393,,
2009,#N/A,Byron portable cordless alarm,1,#N/A,#N/A,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,394,,
2009,EchoVoice,EV5 speech Amplifier,3, £378.00 ," £1,134.00 ",Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,395,,
2009,Toby Churchill,Falck 1003 Voice Amplifier And Headset,2, £415.00 , £830.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,396,,
2009,Eagle,Waistband Amplifier,1, £59.00 , £59.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,397,,
2010,Ablenet,Big Mack,2, £84.00 , £168.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,398,,
2010,Inclusive,Click-On,1, £119.00 , £119.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,399,,
2010,Ablenet,Step--by-Step (Unknown),1, £125.00 , £125.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,400,,
2010,Ablenet,PowerLink 4,2, £149.35 , £298.70 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,401,,
2010,Liberator,Springboard Lite ,5," £1,794.00 "," £8,970.00 ",Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,402,,
2010,Ablenet,Step--by-Step (Unknown),4, £125.00 , £500.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,403,,
2010,Ablenet,Switch latch timer,6, £75.00 , £450.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,404,,
2010,#N/A,Ablenet Switches,4,#N/A,#N/A,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,405,,
2010,Inclusive,Pal Pad switch,2, £25.00 , £50.00 ,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,406,,
2010,#N/A,Liberator Sensitrac Pad,1,#N/A,#N/A,Lothian NHS Board,http://www.whatdotheyknow.com/request/aac_provision_10/new,,407,,
2006,Toby Churchill,SL35 Lightwriter,3," £2,930.00 "," £8,790.00 ",Highland NHS Board,http://www.whatdotheyknow.com/request/aac_provision_9/new,,408,,
2007,Liberator,Liberator 14,1, £-   , £-   ,Highland NHS Board,http://www.whatdotheyknow.com/request/aac_provision_9/new,,409,,
2007,Falck,Voice Amplifier,1, £621.89 , £621.89 ,Highland NHS Board,http://www.whatdotheyknow.com/request/aac_provision_9/new,,410,,
2008,#N/A,Palmtop 3,1,#N/A,#N/A,Highland NHS Board,http://www.whatdotheyknow.com/request/aac_provision_9/new,,411,,
2009,Apple,iPod,1, £249.00 , £249.00 ,Highland NHS Board,http://www.whatdotheyknow.com/request/aac_provision_9/new,,412,,
2009,AssistiveWare,Proloquo2go,1, £129.99 , £129.99 ,Highland NHS Board,http://www.whatdotheyknow.com/request/aac_provision_9/new,,412.1,,
2008,Liberator,Springboard Lite ,1," £1,794.00 "," £1,794.00 ",Highland NHS Board,http://www.whatdotheyknow.com/request/aac_provision_9/new,,413,,
2009,Liberator,Vantage Lite,1," £5,994.00 "," £5,994.00 ",Highland NHS Board,http://www.whatdotheyknow.com/request/aac_provision_9/new,,414,,
2009,Liberator,Liberator 14,1, £-   , £-   ,Highland NHS Board,http://www.whatdotheyknow.com/request/aac_provision_9/new,,415,,
2009,Sensory Software International,The Grid 2 - Single user licence,1, £360.00 , £360.00 ,Highland NHS Board,http://www.whatdotheyknow.com/request/aac_provision_9/new,,416,,
2009,Servox,Inton Complete,1, £465.00 , £465.00 ,Highland NHS Board,http://www.whatdotheyknow.com/request/aac_provision_9/new,,417,,
2010,PRC,EC02,1," £5,035.71 "," £5,035.71 ",Highland NHS Board,http://www.whatdotheyknow.com/request/aac_provision_9/new,,418,,
2010,PRC,ECOPOINT Eye Gaze,1," £4,624.31 "," £4,624.31 ",Highland NHS Board,http://www.whatdotheyknow.com/request/aac_provision_9/new,,419,,
2008,Trutone,Electrolarynx Complete Kit ,1, £395.00 , £395.00 ,Tayside NHS Board,http://www.whatdotheyknow.com/request/aac_provision_15/new,,420,,
2008,#N/A,Xena Midi Amplifier Headset System,2,#N/A,#N/A,Tayside NHS Board,http://www.whatdotheyknow.com/request/aac_provision_15/new,,421,,
2008,Toby Churchill,SL35 Lightwriter,1," £2,930.00 "," £2,930.00 ",Tayside NHS Board,http://www.whatdotheyknow.com/request/aac_provision_15/new,,422,,
2008,#N/A,Passey-Muir Tracheostomy Speaking Valve,2,#N/A,#N/A,Tayside NHS Board,http://www.whatdotheyknow.com/request/aac_provision_15/new,,423,,
2008,#N/A,Passey-Muir Valve Adapter,2,#N/A,#N/A,Tayside NHS Board,http://www.whatdotheyknow.com/request/aac_provision_15/new,,424,,
2008,Trutone,Electrolarynx Complete Kit ,1, £395.00 , £395.00 ,Tayside NHS Board,http://www.whatdotheyknow.com/request/aac_provision_15/new,,425,,
2008,Trutone,Electrolarynx Complete Kit ,1, £395.00 , £395.00 ,Tayside NHS Board,http://www.whatdotheyknow.com/request/aac_provision_15/new,,426,,
2008,Servox,Digital Electronic Larynx,1, £520.00 , £520.00 ,Tayside NHS Board,http://www.whatdotheyknow.com/request/aac_provision_15/new,,427,,
2008,Servox,Digital Electronic Larynx,1, £520.00 , £520.00 ,Tayside NHS Board,http://www.whatdotheyknow.com/request/aac_provision_15/new,,428,,
2010,Attainment Company Inc,Go Talk Pocket,1, £135.00 , £135.00 ,Tayside NHS Board,http://www.whatdotheyknow.com/request/aac_provision_15/new,,429,,
2009,Toby Churchill,Falck 1003 Voice Amplifier And Headset,1, £415.00 , £415.00 ,Tayside NHS Board,http://www.whatdotheyknow.com/request/aac_provision_15/new,,430,,
2009,Toby Churchill,Falck 1003 Voice Amplifier And Headset,1, £415.00 , £415.00 ,Tayside NHS Board,http://www.whatdotheyknow.com/request/aac_provision_15/new,,431,,
2009,#N/A,Defstut Communication Aid,1,#N/A,#N/A,Tayside NHS Board,http://www.whatdotheyknow.com/request/aac_provision_15/new,,432,,
2009,#N/A,Headset and Microphone for Falk Amplifier,1,#N/A,#N/A,Tayside NHS Board,http://www.whatdotheyknow.com/request/aac_provision_15/new,,433,,
2009,theScotishVoice,Heather the Scottish Voice ,1, £0.01 , £0.01 ,Tayside NHS Board,http://www.whatdotheyknow.com/request/aac_provision_15/new,,434,,
2010,Trutone,Electrolarynx Complete Kit ,3, £395.00 ," £1,185.00 ",Tayside NHS Board,http://www.whatdotheyknow.com/request/aac_provision_15/new,,435,,
2010,Servox,Digital Electronic Larynx,1, £520.00 , £520.00 ,Tayside NHS Board,http://www.whatdotheyknow.com/request/aac_provision_15/new,,436,,
2010,Servox,Digital Electronic Larynx,1, £520.00 , £520.00 ,Tayside NHS Board,http://www.whatdotheyknow.com/request/aac_provision_15/new,,437,,
2011,Trutone,Electrolarynx Complete Kit ,1, £395.00 , £395.00 ,Tayside NHS Board,http://www.whatdotheyknow.com/request/aac_provision_15/new,,438,,
2007,Toby Churchill,Lightwriter ,2," £3,045.00 "," £6,090.00 ",NHS Grampion,http://www.whatdotheyknow.com/request/aac_provision_7/new,,439,,
2007,Toby Churchill,adVOCATe,3, £474.00 ," £1,422.00 ",NHS Grampion,http://www.whatdotheyknow.com/request/aac_provision_7/new,,440,,
2007,#N/A,Message Mate 40/150,1,#N/A,#N/A,NHS Grampion,http://www.whatdotheyknow.com/request/aac_provision_7/new,,441,,
2008,Toby Churchill,Lightwriter ,3," £3,045.00 "," £9,135.00 ",NHS Grampion,http://www.whatdotheyknow.com/request/aac_provision_7/new,,442,,
2009,#N/A,Futurepad,1,#N/A,#N/A,NHS Grampion,http://www.whatdotheyknow.com/request/aac_provision_7/new,,443,,
2009,#N/A,Megabee Writing Tablet,1,#N/A,#N/A,NHS Grampion,http://www.whatdotheyknow.com/request/aac_provision_7/new,,444,,
2009,EchoVoice,EV4 speech Amplifier,1, £318.01 , £318.01 ,NHS Grampion,http://www.whatdotheyknow.com/request/aac_provision_7/new,,445,,
2009,EchoVoice,EV4 speech Amplifier,1, £318.01 , £318.01 ,NHS Grampion,http://www.whatdotheyknow.com/request/aac_provision_7/new,,446,,
2009,Sensory Software International,The Grid 2 - Single user licence,2, £360.00 , £720.00 ,NHS Grampion,http://www.whatdotheyknow.com/request/aac_provision_7/new,,447,,
2009,#N/A,PCS Symbol Add-On for Grid 2,1,#N/A,#N/A,NHS Grampion,http://www.whatdotheyknow.com/request/aac_provision_7/new,,448,,
2009,Toby Churchill,Lightwriter ,6," £3,045.00 "," £18,270.00 ",NHS Grampion,http://www.whatdotheyknow.com/request/aac_provision_7/new,,449,,
2009,#N/A,Voice Amp 1003,2,#N/A,#N/A,NHS Grampion,http://www.whatdotheyknow.com/request/aac_provision_7/new,,450,,
2009,Apple,iPod,2, £249.00 , £498.00 ,NHS Grampion,http://www.whatdotheyknow.com/request/aac_provision_7/new,,451,,
2009,AssistiveWare,Proloquo2go,2, £129.99 , £259.98 ,NHS Grampion,http://www.whatdotheyknow.com/request/aac_provision_7/new,,451.1,,
2009,Ablenet,Step--by-Step (Unknown),1, £125.00 , £125.00 ,NHS Grampion,http://www.whatdotheyknow.com/request/aac_provision_7/new,,452,,
2009,#N/A,Head Mouse Extreme Bundle,1,#N/A,#N/A,NHS Grampion,http://www.whatdotheyknow.com/request/aac_provision_7/new,,453,,
2009,theScotishVoice,Heather the Scottish Voice ,1,0.01, £0.01 ,NHS Grampion,http://www.whatdotheyknow.com/request/aac_provision_7/new,,454,,
2009,Dynavox,EyeMax,1," £4,350.53 "," £4,350.53 ",NHS Grampion,http://www.whatdotheyknow.com/request/aac_provision_7/new,,455,,
2009,#N/A,GEWA Big Jack,1,#N/A,#N/A,NHS Grampion,http://www.whatdotheyknow.com/request/aac_provision_7/new,,456,,
